"No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,497,470,37,117.4,23.5,2,2
15.6,-1111.1,15.9,-1111.1,20.4,2.5,2169,1020,249,17.7,5.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,752,896,72,109,21.8,2,2
8.4,-1111.1,4.2,7.2,14.2,2.1,1688,930,51,134.1,73.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,14.1,9.3,3277,1756,300,72,50.4,1,2
22.7,78.8,22.6,28.8,24.2,9,26093,20918,5046,86.6,49.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7,958,691,109,67,67,2,2
-1111.1,-1111.1,-1111.1,-1111.1,17,-1111.1,3061,1752,316,49.1,40.9,1,2
10.8,-1111.1,10.9,16.3,16.9,0.7,2581,1126,158,107.9,42.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1673,676,124,14.2,0,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,155,54,12,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,951,278,29,124.8,27.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.3,505,606,68,79.1,79.1,2,2
10.2,-1111.1,7,11.4,17,0.6,3707,1041,104,116.5,48.2,2,2
16.9,76.6,9.1,-1111.1,20.7,5.2,2930,1866,394,63.9,36.5,1,2
-1111.1,-1111.1,11.4,-1111.1,-1111.1,-1111.1,935,817,62,0,21.6,2,1
24.5,78.4,22,20.3,17.7,4.8,32985,16347,3033,55.9,23.1,1,2
-1111.1,89.5,13.8,-1111.1,-1111.1,3.7,1977,1510,130,112.4,30.6,2,2
20.6,70.3,16.3,24,16.4,5.1,87577,112954,11885,129.9,74.7,1,2
21.1,70.6,19.2,25.2,18.3,6.3,95398,122061,18369,130,79.7,1,2
19.4,69.2,17.7,23.7,18.2,5.8,14599,25936,3558,77.3,51,1,2
18,73.5,18.8,25.2,18.3,5.2,11370,21120,2818,93.7,60.7,1,2
25.4,70.5,21,25.4,20.1,7.3,92560,114109,17691,143.8,59,1,2
20.3,72,19.3,25.3,21.3,6.6,23723,34186,5204,75,56.3,1,2
17.8,73.3,18.7,20.2,18.7,4.2,11139,14365,1910,69.1,42.7,1,2
24.9,71.2,23.5,29.8,24.2,7.4,11524,13341,2836,57.8,31.9,1,2
26.9,80.4,25.2,28.6,24.6,8.5,17333,14922,3232,50.7,32.6,1,2
23,78.2,20.5,25.8,22.1,6.6,51503,56658,9842,97.3,46.5,1,2
27.9,78.9,24.5,32.5,24.7,8.9,21623,30270,4295,63.4,14.2,1,2
22.2,68.1,21.3,26.7,20.4,7.8,-2222,63403,10262,227.6,102.8,1,2
23.3,73.7,17.5,23.1,22,7.1,33617,22087,4869,220.7,97.4,1,2
37.1,81.3,34.4,-1111.1,33.9,10.3,2735,1996,841,32.6,12.2,2,2
23.7,76.6,20.5,22.4,24.7,6.9,21318,20927,4534,56.9,37.1,1,2
32.2,84.3,25.9,-1111.1,21.8,8.1,3409,2734,741,21.3,24.9,2,2
23.7,76.4,20.3,31.5,27.8,8.8,58996,90785,12695,71,40.8,1,2
25.8,70.3,18.8,24.8,18.4,7.1,264560,217263,27629,75.5,43,1,2
-1111.1,-1111.1,17,-1111.1,-1111.1,4.8,2015,1685,459,45.1,30.1,2,2
22.9,73.2,23.1,37.6,19.9,9.1,15876,37662,3811,66.7,27.3,1,2
28.7,71.9,17.6,38.9,21.8,11.6,16855,33560,3961,52.8,21.6,1,2
21.4,75.6,20.6,21.8,28.9,7.9,17984,15021,2731,70.7,41.5,1,2
21.3,73.4,19.8,29,17.6,8.4,35984,50728,3430,68.7,34.2,1,2
30.4,-1111.1,24.8,-1111.1,26.3,10.4,9336,7749,2132,43.7,25,1,2
-1111.1,78.5,23.9,-1111.1,26,11.3,6924,4244,811,39.5,5.6,1,2
-1111.1,-1111.1,25.3,-1111.1,-1111.1,7.4,2414,2139,651,13.7,13.7,1,1
24.2,77.6,24.4,29.4,21,6.5,108555,81079,17218,107.9,39.6,1,2
27.9,72.7,27,33.3,26.5,8.4,43450,38777,8158,86.3,44.8,2,2
21.8,65.6,14.1,34.3,19.5,9.7,6658,15089,1769,35.3,17,2,2
-1111.1,-1111.1,11.9,-1111.1,-1111.1,2.7,1687,1578,303,59,9.8,1,1
-1111.1,-1111.1,29.4,-1111.1,21.4,16.6,9187,5314,1743,38.8,21.5,1,1
25.3,-1111.1,-1111.1,-1111.1,-1111.1,8.9,2396,1994,532,6.1,0,1,2
-1111.1,96.4,-1111.1,-1111.1,-1111.1,6.9,1872,854,142,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,23.5,10.1,1955,2268,462,57.2,35.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2415,1523,481,57.2,21.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,18.2,-1111.1,6307,2782,673,24.7,10.6,1,1
-1111.1,-1111.1,-1111.1,-1111.1,23.5,7.6,8529,3301,688,30.3,17.7,1,1
29.9,71.5,21.5,26.3,24.3,10.3,18239,37156,5472,53.7,17,1,2
28.2,72.4,20.7,42.7,21,9.6,15429,23512,2454,69.1,28.3,1,2
25.5,77.1,21.9,22.8,24.1,8,159922,117391,24446,88.5,35.9,1,2
31.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,3321,2896,850,41.5,10.4,2,2
19.7,71.1,19,28,22.3,7.4,12963,30142,2509,82.4,44.3,1,2
34.2,-1111.1,24.3,-1111.1,23.5,6.8,6703,6854,2068,49,22.5,2,2
16.4,-1111.1,18.4,-1111.1,16.3,6.3,1923,1810,423,41.4,13.8,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1190,603,130,25.1,12.6,1,1
23,72.2,21.4,34.4,24.4,7.8,31233,64659,6362,58.8,23.1,1,2
27.4,75.8,18.7,30.9,26.6,9.8,66178,95942,10168,58.4,31,1,2
20.6,77.4,16.2,19.6,20.1,4.6,32754,19717,3154,102.1,37.4,1,2
28.9,80.5,28.8,-1111.1,23.7,6.8,6477,5674,1351,31.6,13.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.3,1042,711,243,0,12.9,1,1
-1111.1,83.3,-1111.1,-1111.1,-1111.1,17.2,3163,2637,690,36.7,10.5,1,1
26.9,69.7,18.4,31.1,21.5,8.2,36466,50092,5484,66.8,29.7,1,2
26.1,76.1,23.7,35,25.2,9.4,41468,63902,8769,48.8,25.4,2,2
24.2,74.5,13.9,26.4,22.1,6.4,14138,32406,2453,77.3,49.4,1,2
34.6,79,19,24.2,17.6,8.1,485473,287005,34348,111.5,47.1,1,2
21.2,73.1,20,26.3,26.4,7.2,10211,9717,1435,68.1,43.2,2,2
24.5,73.7,28.2,-1111.1,24.2,9.8,6260,7843,1497,43.2,21.6,2,2
19.3,73.3,20.7,28.5,22,7.6,21753,23096,3631,92.2,50.5,2,2
39.6,79.9,28.2,-1111.1,-1111.1,8.5,7655,5966,1185,52.7,20.1,1,1
25.9,78.3,19.5,23.6,19.8,7.2,157645,91188,19222,90.5,34.1,1,2
29,77.6,22.2,19.7,23,7.3,33602,20397,5164,43.6,13.4,1,2
23.4,69.9,18.3,27.8,20.1,7.8,159195,228250,18435,82.9,51.2,1,2
24.9,76.3,23.1,34.8,23.6,8.1,49412,75344,11748,50.8,18.6,1,2
24.2,72,19,28.4,22.5,8.5,109940,173134,24648,87.3,51.5,1,2
32.9,75.2,27.9,29.2,22.2,9.2,79871,79346,14262,54.3,22.3,1,2
29.6,80.9,30.5,32.4,27,11.6,13304,11425,2795,43.5,15,1,2
22.2,76.4,16.8,27.3,20.1,6.4,12404,20433,2823,84.2,28.5,1,2
25,76.2,23,34.7,28.3,10.4,29919,38041,6214,41,21.1,1,2
24.6,75.6,19.3,24.6,27.3,4.8,15347,14882,3139,65,20.3,2,2
21.6,72.7,18,28.5,20,6.4,31428,98574,7475,85.7,53,1,2
19.4,78.9,16.3,24.8,23.3,6.3,49258,35452,5992,67,37.1,1,2
22.9,86.4,32.6,-1111.1,14.4,12.9,8049,7170,1460,21.8,9.3,1,1
37.6,80.9,31.8,-1111.1,29.9,7.2,6295,6239,1426,15.5,15.5,2,1
33.2,-1111.1,30.8,-1111.1,-1111.1,13.5,2972,2593,634,40.8,10.2,1,2
-1111.1,-1111.1,21.2,-1111.1,-1111.1,4.4,1486,996,339,60.3,13.4,2,2
27.2,75.3,21.9,31,29.1,9.2,64065,90841,13608,65.5,32.9,1,2
21.2,86,23,23,-1111.1,6.7,3482,2669,642,17.7,0,1,1
28.9,74.8,19.5,32.2,25.2,8.8,6954,4885,1172,29.8,11.9,2,2
35.4,80.2,32.7,-1111.1,20,13.4,3573,2947,918,35.9,22.4,2,2
-1111.1,83.2,26.9,-1111.1,-1111.1,9.2,3525,1917,613,55.7,11.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,1894,799,277,12.5,12.5,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.9,1915,1114,420,96.3,9.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,966,341,98,0,0,1,1
19.6,76.9,28.2,-1111.1,17.8,10.9,5693,4446,1772,90.6,35.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,2550,1229,386,12.5,0,2,2
30.6,78.3,25.1,29.9,32.7,8.9,5988,4323,1212,33.4,11.7,1,2
26,79.5,30.8,27.7,29.3,10.2,11493,7591,2188,48.2,16.8,2,2
26.4,-1111.1,31.5,-1111.1,23.3,10.9,3539,2305,665,34.7,34.7,2,2
32,90.9,26.1,-1111.1,-1111.1,7.1,2946,2082,598,41.9,12,2,1
29,76.3,23.9,28.8,25,10.6,23769,20373,6141,179.4,44.5,2,2
25.4,80.9,29.7,-1111.1,22.8,10.2,1529,1634,433,74.1,24.7,2,2
33.9,-1111.1,26.5,-1111.1,23.3,4.5,2404,1399,605,6.5,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,20.7,10.4,3534,1815,470,36.7,6.1,2,1
24.8,79.3,21.5,15.7,29.9,4.7,3010,2154,622,70.1,24.5,2,2
24.9,80.2,26.4,27.8,22.3,7.9,9461,4684,1094,65.1,22.8,2,2
40.8,77.3,38.6,-1111.1,21.4,11.1,4785,2228,763,55.8,17.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.9,2666,2382,730,19,14.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1189,877,224,67,16.7,1,2
17.5,77.3,29.4,21.3,27.2,5.9,5760,2588,861,52.4,37.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,1911,1198,356,29.1,19.4,2,2
24.7,80.5,29.8,-1111.1,19.2,6.4,13146,9842,2829,59.7,19.9,2,2
32.8,81.9,27.6,-1111.1,28.9,11.2,6091,4676,957,51,9.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.7,1638,1061,388,37.1,0,1,2
26.2,75.6,21.3,26.1,20.9,9.2,35318,28304,5294,122.1,41.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.9,1961,292,95,0,0,1,1
29.5,-1111.1,24.2,-1111.1,-1111.1,10.3,3259,3569,991,30.1,22.6,2,2
19,76.6,19.5,21.1,21,6.9,19336,10003,1764,36.4,15.2,1,2
23.8,73.5,25,24.1,16.7,6.6,17193,8647,2074,92.9,47.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,805,505,103,61.7,30.8,2,2
26.8,82.1,26,27,23.6,5.8,42397,16655,6586,37.7,21.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.5,1172,697,340,42.9,14.3,2,1
17.2,73.9,19.5,23.6,16.5,5.8,95581,49249,7852,65.7,36.9,1,2
41.1,84.1,35.2,35.6,27.1,9.6,8018,3641,1323,65.5,22.7,1,2
31.1,-1111.1,29.2,28,32.3,9.1,9180,5085,1189,50.1,25,1,1
20.7,77.3,20.6,21.1,19.7,5.7,9706,8520,1506,155.1,40.5,2,2
-1111.1,-1111.1,30.8,-1111.1,21.5,10.7,3254,1937,511,61.1,18.3,2,2
28,74.3,24.7,23.9,18.9,8,10638,8286,1910,47.3,20.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.7,1919,622,275,46.6,0,2,2
-1111.1,83.6,-1111.1,-1111.1,18.3,10.3,4715,2681,720,86.3,31.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.8,2008,2013,469,43.6,12.5,1,2
-1111.1,-1111.1,20.9,-1111.1,-1111.1,8.2,1999,1791,396,55.7,10.1,2,2
26.4,74.2,24.5,-1111.1,19.7,6.1,5821,3366,896,66.4,28,1,2
22.7,72.8,21.7,22.4,16.4,5.3,107552,50053,10824,139.5,39.7,1,2
33.4,82.8,30.1,31.6,23.9,13,3146,2188,736,66.4,20.4,2,2
-1111.1,-1111.1,18.8,-1111.1,-1111.1,3.1,2412,1314,373,34,17,1,2
34.4,81.4,26.6,32.3,24.1,9.7,18316,11162,2964,112.8,42.2,1,2
23.8,85.6,24.8,17.9,20.2,7.3,11965,7559,1827,48.8,25.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,2831,1662,367,33.2,16.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,892,111,38,0,0,2,1
32.1,80.4,26.8,21.3,25.6,11.5,4913,2911,835,29.8,4.3,2,1
35.3,82.6,28.5,-1111.1,28.1,7.8,3158,3071,949,48.1,24,1,2
-1111.1,82.6,-1111.1,-1111.1,23.5,12.9,4964,2860,974,45.2,22.6,1,1
-1111.1,89.1,-1111.1,-1111.1,-1111.1,-1111.1,2327,1297,347,69.9,26.2,2,2
28.6,76.3,29.7,-1111.1,31.1,8,3275,3793,852,64,18.3,1,2
16.4,64.4,19.3,-1111.1,14.5,6.2,10473,8857,960,112.2,49.9,2,2
30.1,79.2,30.3,34.4,22.6,11.1,13071,12058,3154,148.6,34,2,2
16.3,73.3,16.2,20.3,17.6,3.7,12676,6644,924,25.6,11.4,1,2
29.5,85.4,20.2,-1111.1,24.2,7.1,2971,3520,806,55.6,23.2,1,2
21,74,21.3,22.5,16.8,5,122672,60684,11782,151.3,62.7,1,2
33.4,83.6,16.1,-1111.1,31.2,8.7,4572,3498,848,51.2,18.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,329,468,101,37,0,1,1
24.2,73.4,27.8,23.4,23.5,11,10982,9412,1998,75.1,43.1,2,2
25.3,83.4,24,-1111.1,28.9,4.7,7242,5042,1448,61.7,25.9,2,2
34,82.1,28.3,-1111.1,27.5,9.6,4986,2720,800,36.8,16.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,14.6,8.8,2612,2210,548,63.7,19.1,1,2
22.7,76.3,19.2,20.2,19.8,5.5,92558,32496,5263,53.1,27.7,1,2
31.2,74.5,20.8,26.6,25,6.5,5281,5157,934,50.5,30.3,2,2
28.2,75.7,24.8,27.4,20.9,7.9,23560,14391,2882,65.8,33.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1607,1163,364,20.7,0,1,1
30.7,-1111.1,23.1,-1111.1,-1111.1,17.1,3792,3417,1004,52.9,17.6,1,1
24.5,88.7,15.7,-1111.1,18.3,7,2815,2486,485,50.4,14.4,2,2
24.1,-1111.1,21.8,-1111.1,29.2,10.6,2884,2976,551,49.9,16.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1709,938,320,0,8.8,1,1
19.5,79.1,25.8,20.4,21.6,7.5,13976,10582,2319,58.4,16.1,2,2
21.7,81.2,24,33.3,25,9.7,13800,10864,2282,62.6,38.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.9,1868,1057,267,19.8,9.9,1,2
28.7,80.1,22.1,27.3,21.7,7.3,6189,4889,1348,32.5,11.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1719,1171,302,30.4,15.2,2,1
-1111.1,86.4,-1111.1,-1111.1,-1111.1,11.7,2495,1492,579,45.9,15.3,2,2
-1111.1,87.5,-1111.1,-1111.1,12.8,8.8,3551,2379,706,59.1,17.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,13.1,11,1908,1081,314,45.8,11.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,16.5,10.2,1539,1127,356,21,21,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.8,2891,1520,544,29.8,7.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2403,1950,518,48.8,18.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1337,648,229,39.7,0,2,2
31.3,82.5,28.8,32.4,22.3,8.4,7636,5749,1718,113,32,2,2
18.3,82.3,19.1,17.9,22.2,6.4,3272,1444,371,16.1,6.4,1,1
24.8,77.3,26.3,19.7,36.9,4.2,11681,2604,844,36.5,26.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.7,1341,1162,271,24.4,24.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.4,2282,517,156,9,0,2,1
27.7,76.6,24,33,24.1,9.6,14359,9035,2277,69.3,40.3,1,2
22.4,-1111.1,21.4,-1111.1,27.6,7.4,3055,2007,468,45.2,12.3,1,2
-1111.1,-1111.1,24.2,-1111.1,19,12.9,3546,2428,678,59.8,32.2,2,2
28.8,-1111.1,-1111.1,-1111.1,23.2,9.8,2264,1311,462,9,18.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2743,1423,431,29.1,7.3,2,2
32.9,83.6,22,-1111.1,27.4,7.9,3822,3024,947,25.7,7.3,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1477,581,163,13.8,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,3795,2704,711,48,8.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.6,1114,930,200,80.3,32.1,2,2
36.1,82.2,27.2,-1111.1,17.1,12.4,4741,2562,719,50.4,12.6,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.7,3033,1999,661,42,12.6,2,2
-1111.1,85.2,-1111.1,-1111.1,11.7,11,1540,938,344,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,19.9,3.7,2038,2005,431,34.3,22.9,2,2
41.8,-1111.1,30.3,-1111.1,32.3,9.6,5979,3021,1216,19.6,4.9,2,2
25.3,78.2,25.1,32.2,22.1,6.7,29325,21263,4620,114.4,48,1,2
28.6,77.5,29.5,-1111.1,30.9,6.1,8285,6990,1819,35.8,18.5,2,2
24.8,75.4,15.6,18,16.5,5.3,2656,2374,435,94.1,20.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,21.2,14,1695,921,275,22,14.7,1,1
28.7,78.3,23.1,22.1,27.6,6.6,9423,4175,1106,5.3,9.8,2,1
-1111.1,90.2,-1111.1,-1111.1,20.2,12.6,3999,3022,929,52.4,28.2,2,2
19.8,-1111.1,22.4,-1111.1,24.3,8.2,3068,3132,482,56.3,14.1,2,1
24.8,-1111.1,-1111.1,-1111.1,32.1,5.4,2857,2037,766,46.7,17.5,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1740,1649,407,12.4,0,1,2
30.3,-1111.1,17.9,-1111.1,25.8,10.6,6406,5268,1585,32.1,27.2,2,1
23,-1111.1,27.7,-1111.1,17.8,7.3,1513,1300,312,102.7,30.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,3004,2543,467,30.3,10.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,563,465,125,0,0,1,1
-1111.1,-1111.1,19.8,-1111.1,-1111.1,7.7,2266,2616,443,49.7,18.6,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1701,1068,249,27.4,13.7,2,2
30.6,77.8,27.7,28.7,27.3,9.3,34098,20150,6218,153.8,111.9,2,2
21.5,73,22.9,-1111.1,17.1,11.6,9397,6544,1258,86.6,36.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,733,401,102,24.3,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,13.7,12.7,2731,1985,481,25.9,25.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.7,1965,1473,332,97.6,43.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,26.7,4.5,9174,6864,2072,73.4,27.7,1,2
33.9,-1111.1,26.9,-1111.1,24.8,15.1,3482,4425,1120,83.8,27.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1017,775,182,61.5,0,1,2
29.2,81,25.6,-1111.1,25.8,9.3,5966,3597,953,57.7,33.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1180,824,270,14.9,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,407,332,82,0,0,1,1
32.6,-1111.1,27.2,-1111.1,23.6,10.9,3854,2504,726,30.2,4.3,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1622,1209,394,11.3,0,2,2
52.4,-1111.1,26.1,-1111.1,22.3,12,2227,1747,539,30.3,22.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2395,1367,342,18.7,9.3,1,1
37.3,78.4,27.9,-1111.1,22.3,10.1,7527,6204,1843,102.9,35.8,1,2
33.3,79.8,30.3,28.8,17.5,9.7,7537,4512,1159,100.5,27,2,2
28,83.1,24.8,-1111.1,29.6,13.4,5925,3304,1089,99,36.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.7,1101,2422,308,58.2,9.7,2,2
27.8,-1111.1,-1111.1,-1111.1,18.9,11.2,1336,777,277,29.6,29.6,1,1
27.1,78.8,23.2,-1111.1,23.2,9.9,8813,7529,1900,58.1,35.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2247,1259,322,52.8,31.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1792,1018,453,0,0,2,1
19.4,-1111.1,26.5,-1111.1,15.5,8.9,2406,3936,588,65.7,15.2,1,2
-1111.1,92.1,-1111.1,-1111.1,-1111.1,-1111.1,4021,3780,1068,65,14.5,2,2
30.6,83.1,26,28.1,30.5,8.2,7490,9408,2183,20.3,12.5,2,1
26.4,76.8,27,26.1,25.9,6,7351,7152,1538,44.9,9.3,2,2
36.2,71.1,33.7,34.9,25.4,13.1,6258,5373,1763,101.5,34.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1175,837,223,32.8,32.8,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.8,3431,2494,671,59.6,14.9,1,2
31.9,87.5,28.8,-1111.1,27.5,7.5,4558,3118,927,56.4,28.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,424,247,51,0,0,2,2
-1111.1,81.4,27.8,-1111.1,19.7,8.9,1183,653,224,14.9,0,2,1
27.5,-1111.1,15.6,-1111.1,23.3,6.7,3153,3202,579,33.3,16.6,2,2
32.8,77.3,24.6,28.3,32,8,15142,9307,2311,86.9,28.6,2,2
-1111.1,89.1,-1111.1,-1111.1,-1111.1,11.2,1395,1111,300,11.5,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.2,1702,1831,415,57.4,38.3,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.1,1681,1364,489,19.7,9.9,2,1
34.2,84.3,32.9,-1111.1,26.1,16.8,3701,2102,544,36.4,13.6,2,2
20.2,75.9,19.6,23.9,21.1,6.8,24902,19710,3276,89.1,49,1,2
19,77.1,17.8,23.9,18,6.9,106915,115275,11477,124.5,80.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-2222,-2222,-2222,0,0,2,2
17.3,77,17.4,26.2,20.7,7,8126,7968,831,99,59.1,1,2
19.9,75,17.7,21.4,20.8,5.9,17838,14057,1909,92.2,45.8,1,2
15.5,77,18.5,21.6,18.1,5.1,36577,29613,4398,98.3,48.2,1,2
22.8,79.6,24.2,-1111.1,16.6,5.1,634,684,116,0,27.8,1,1
17.5,80,23.7,22.1,18,7,12259,7859,1582,83.2,48.6,1,2
26,79.3,24.7,27.8,18.2,7.1,1121,1034,105,64.8,32.4,2,2
24.8,81.6,28.3,30.7,27.8,6,1507,1356,307,43.4,43.4,1,2
22.9,78.4,25.8,23.1,16.6,8.2,8846,4488,785,36.6,38.9,1,2
11.2,69.3,9.7,20.3,13.9,1.9,2677,1613,113,132.3,56.7,2,2
20.9,-1111.1,17.1,-1111.1,19.1,5.5,1159,627,131,26.5,0,2,1
20.2,76.6,19.1,28.8,22.2,5.6,6208,5071,983,61.1,46.4,1,2
18.4,81.1,21.1,21.4,15.5,7.1,13095,8925,1607,55.5,65.3,1,2
21.2,76.8,20,18.3,22.4,4.9,1990,1374,291,84.8,28.3,1,2
26.7,-1111.1,24.2,-1111.1,25.6,10.3,570,466,84,35.6,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,186,132,14,0,0,1,1
22.7,80.3,23.9,21.6,20,7.5,25735,15356,2653,40.1,26.7,1,2
24.5,78.5,22.5,22,17.8,9.7,1143,988,122,14,56.1,1,2
24.6,76,21.5,21.1,17.5,6.6,5177,2661,338,46.9,51.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,271,-2222,-2222,0,0,2,1
21.3,77.4,22.5,35.3,24.2,8.5,1291,1430,319,119.4,35.8,2,2
17.6,73.8,24.6,-1111.1,21.2,5.9,838,610,99,24.5,24.5,2,1
21.8,81.1,26.7,29.1,23.9,4.5,4992,2164,316,45.4,14,1,1
19.8,82.8,17.7,18.3,9.2,5.3,2263,1401,135,32.3,48.5,2,1
24.1,81.9,19.8,29.6,16.7,7.7,2797,1528,218,16.3,24.5,2,1
23.4,77.4,26,30,25.2,8.6,2746,2400,292,49.2,12.3,1,2
29.7,82.1,26,31.9,22.5,8.6,3209,2112,217,34.6,27.7,2,2
26.3,75.8,20.1,28.9,18.2,4.9,2513,2388,429,63.7,19.1,2,2
24,80.8,25,24.1,10.8,7.5,4164,1974,324,0,23.2,1,2
27.3,78.4,22.3,23.3,25.1,7.7,4296,2193,294,40.7,15.3,1,2
18.1,79,20.9,22.8,20.9,6.2,16481,14985,2769,65.8,46.2,1,2
13.5,77.6,16.5,19.6,14.3,4,4693,3365,511,54.7,37.4,2,2
20.8,73.5,22.6,23.8,25.2,6.5,1637,1349,246,37.9,12.6,2,2
30,73.3,27,-1111.1,-1111.1,6.6,600,1108,222,0,53.3,2,2
26.5,-1111.1,19.5,-1111.1,21.4,6.9,985,516,38,22,0,2,1
16.1,78.8,19.3,13.3,3.6,3.2,5314,1768,203,61.3,42,2,2
26.6,79.7,25.9,25.1,16.9,5.3,4426,2742,373,26.3,36.8,1,2
21.3,78.2,24.6,28.7,22.9,7.2,4880,6099,1112,87,58,2,2
